,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price,Company
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,340000.0,Maruti
1646,Volkswagen Polo Petrol,Coimbatore,2011,44748,Petrol,Manual,Second,488999.99999999994,Volkswagen
1647,Nissan Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,495000.0,Nissan
1648,Maruti A-Star AT,Coimbatore,2013,60587,Petrol,Automatic,Second,349000.0,Maruti
1649,Toyota Etios Liva,Pune,2011,32000,Diesel,Manual,First,385000.0,Toyota
1650,Honda City 1.5,Pune,2014,43772,Petrol,Manual,First,635000.0,Honda
1651,Hyundai Grand i10,Coimbatore,2017,23576,Petrol,Automatic,First,708000.0,Hyundai
1652,Jaguar XE 2.0L,Hyderabad,2017,4000,Diesel,Automatic,First,3800000.0,Jaguar
1653,Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,625000.0,Mahindra
1654,Mercedes-Benz New C-Class,Mumbai,2011,36000,Petrol,Automatic,First,1015000.0,Mercedes-Benz
1655,Skoda Superb Elegance,Delhi,2014,80000,Petrol,Automatic,First,1075000.0,Skoda
1656,Chevrolet Cruze LTZ,Pune,2012,137008,Diesel,Automatic,First,465000.00000000006,Chevrolet
1657,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,475000.0,Mahindra
1658,Hyundai Verna 1.6,Coimbatore,2015,52191,Petrol,Manual,First,778000.0,Hyundai
1659,Hyundai i20 1.4,Hyderabad,2016,77076,Diesel,Manual,First,675000.0,Hyundai
1660,Honda City ZX,Hyderabad,2008,56000,Petrol,Automatic,First,299000.0,Honda
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,235000.0,Hyundai
1662,Honda Amaze S,Delhi,2013,89429,Diesel,Manual,First,365000.0,Honda
1663,Maruti Wagon R,Delhi,2012,45631,Petrol,Manual,Second,274000.0,Maruti
1664,Honda Brio S,Jaipur,2013,53959,Petrol,Manual,First,350000.0,Honda
1665,Hyundai i20 1.2,Kochi,2014,55804,Petrol,Manual,First,476000.0,Hyundai
1666,Volkswagen Vento 2013-2015,Kochi,2016,25899,Petrol,Manual,First,620000.0,Volkswagen
1667,Skoda Octavia Rider,Pune,2008,82000,Diesel,Manual,Second,235000.0,Skoda
1668,Mercedes-Benz E-Class 2015-2017,Mumbai,2014,52000,Diesel,Automatic,First,2450000.0,Mercedes-Benz
1669,Renault Duster Petrol,Pune,2013,20000,Petrol,Manual,First,600000.0,Renault
1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,365000.0,Hyundai
1671,Maruti Swift VXI,Coimbatore,2016,18094,Petrol,Manual,Second,626000.0,Maruti
1672,Nissan Micra Diesel,Jaipur,2011,80000,Diesel,Manual,Second,210000.0,Nissan
1673,Audi Q5 3.0,Mumbai,2015,11964,Diesel,Automatic,First,3295000.0000000005,Audi
1674,Hyundai i20 1.2,Coimbatore,2018,22684,Petrol,Manual,First,780000.0,Hyundai
1675,Honda Brio S,Bangalore,2014,43521,Petrol,Manual,First,425000.0,Honda
1676,Maruti Swift Dzire,Kochi,2014,49386,Petrol,Manual,First,486000.00000000006,Maruti
1677,Hyundai Grand i10,Delhi,2017,12248,Petrol,Manual,First,490000.00000000006,Hyundai
1678,Mahindra Xylo E8,Coimbatore,2014,67771,Diesel,Manual,First,706000.0,Mahindra
1679,Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,450000.0,Volkswagen
1680,Maruti Alto K10,Coimbatore,2011,48624,Petrol,Manual,First,322000.0,Maruti
1681,Volkswagen Polo Diesel,Kolkata,2014,30000,Diesel,Manual,First,325000.0,Volkswagen
1682,Hyundai Grand i10,Delhi,2016,81605,Petrol,Manual,First,453000.0,Hyundai
1683,Mercedes-Benz New C-Class,Coimbatore,2017,32642,Diesel,Automatic,First,3478000.0,Mercedes-Benz
1684,Hyundai Verna 1.6,Pune,2014,34200,Petrol,Automatic,First,650000.0,Hyundai
1685,Fiat Punto EVO,Chennai,2010,72204,Petrol,Manual,First,225000.0,Fiat
1686,Toyota Innova 2.5,Pune,2011,156347,Diesel,Manual,Second,800000.0,Toyota
1687,Mahindra TUV 300,Kochi,2017,47357,Diesel,Automatic,First,836999.9999999999,Mahindra
1688,Volkswagen Polo 1.5,Coimbatore,2015,61738,Diesel,Manual,First,539000.0,Volkswagen
1689,BMW 5 Series,Kochi,2018,32586,Diesel,Automatic,First,3729999.9999999995,BMW
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,7080000.0,Mercedes-Benz
1691,Mercedes-Benz M-Class ML,Mumbai,2012,51000,Diesel,Automatic,First,2225000.0,Mercedes-Benz
1692,Hyundai Grand i10,Kochi,2018,10393,Petrol,Manual,First,603000.0,Hyundai
1693,Skoda Superb Elegance,Mumbai,2011,46000,Petrol,Automatic,First,490000.00000000006,Skoda
1694,Hyundai i10 Sportz,Chennai,2013,21000,Petrol,Automatic,First,396000.0,Hyundai
1695,Hyundai i20 1.4,Hyderabad,2011,113562,Diesel,Manual,First,459999.99999999994,Hyundai
1696,Mahindra Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,550000.0,Mahindra
1697,Honda Brio V,Mumbai,2013,63107,Petrol,Manual,First,325000.0,Honda
1698,Hyundai i20 1.2,Jaipur,2017,58500,Petrol,Manual,First,625000.0,Hyundai
1699,Ford Endeavour 4x2,Pune,2007,90000,Diesel,Manual,Fourth & Above,300000.0,Ford
1700,Hyundai Verna CRDi,Chennai,2011,108242,Diesel,Manual,First,425000.0,Hyundai
1701,Toyota Fortuner 3.0,Pune,2011,146300,Diesel,Manual,First,1225000.0,Toyota
1702,BMW X1 sDrive20d,Pune,2011,62943,Diesel,Automatic,Second,1095000.0,BMW
1703,Toyota Fortuner 4x2,Delhi,2013,65000,Diesel,Automatic,First,1650000.0,Toyota
1704,Honda Amaze V,Pune,2018,1700,Petrol,Automatic,First,780000.0,Honda
1705,Hyundai i10 Era,Kochi,2013,34697,Petrol,Manual,First,370000.0,Hyundai
1706,Hyundai i20 1.2,Hyderabad,2012,58000,Petrol,Manual,First,400000.0,Hyundai
1707,BMW 3 Series,Mumbai,2015,32500,Diesel,Automatic,First,2675000.0,BMW
1708,Audi Q3 35,Coimbatore,2016,58661,Diesel,Automatic,First,2803000.0,Audi
1709,Maruti Swift VXI,Kochi,2017,37124,Petrol,Manual,First,544000.0,Maruti
1710,Maruti Baleno Delta,Delhi,2017,44000,Petrol,Automatic,First,620000.0,Maruti
1711,Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,90000.0,Hyundai
1712,Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,395000.0,Maruti
1713,Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,44000.0,Tata
1714,Ford Figo Diesel,Ahmedabad,2012,55005,Diesel,Manual,First,275000.0,Ford
1715,Volkswagen Passat Diesel,Hyderabad,2011,81650,Diesel,Automatic,First,750000.0,Volkswagen
1716,Fiat Linea Emotion,Chennai,2010,160000,Diesel,Manual,Second,250000.0,Fiat
1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,500000.0,Mahindra
1718,Maruti Wagon R,Hyderabad,2013,67263,Petrol,Manual,First,360000.0,Maruti
1719,Toyota Etios G,Kochi,2012,44223,Petrol,Manual,First,399000.0,Toyota
1720,Hyundai Grand i10,Coimbatore,2015,36840,Petrol,Manual,First,564000.0,Hyundai
1721,Toyota Innova 2.5,Pune,2014,160000,Diesel,Manual,First,1200000.0,Toyota
1722,Tata Indica V2,Kolkata,2008,133000,Diesel,Manual,First,70000.0,Tata
1723,BMW 3 Series,Mumbai,2015,69123,Diesel,Automatic,First,1900000.0,BMW
1724,Ford Endeavour 3.2,Delhi,2017,38000,Diesel,Automatic,First,3048000.0,Ford
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,819999.9999999999,Maruti
1726,Ford Figo 1.5D,Kolkata,2015,1001,Diesel,Manual,First,755000.0,Ford
1727,Chevrolet Aveo U-VA,Pune,2007,59000,Petrol,Manual,Third,99000.0,Chevrolet
1728,Honda City 1.5,Delhi,2011,78256,Petrol,Automatic,First,415000.00000000006,Honda
1729,Nissan Sunny XL,Chennai,2016,90000,Petrol,Manual,First,620000.0,Nissan
1730,Maruti Swift Dzire,Kolkata,2016,18000,Petrol,Manual,First,440000.00000000006,Maruti
1731,Ford Figo Diesel,Kolkata,2012,60000,Diesel,Manual,First,210000.0,Ford
1732,Fiat Grande Punto,Jaipur,2011,130000,Diesel,Manual,First,220000.00000000003,Fiat
1733,Hyundai Elite i20,Coimbatore,2018,32851,Petrol,Manual,First,834000.0,Hyundai
1734,Maruti Swift Dzire,Kolkata,2014,32000,Diesel,Manual,First,434999.99999999994,Maruti
1735,Ford Ecosport 1.5,Hyderabad,2014,62700,Diesel,Manual,First,680000.0,Ford
1736,Maruti Swift Dzire,Jaipur,2010,71000,Diesel,Manual,First,330000.0,Maruti
1737,Hyundai Grand i10,Kochi,2016,19947,Petrol,Manual,First,504000.0,Hyundai
1738,Ford Endeavour 3.0L,Hyderabad,2012,91000,Diesel,Automatic,First,919999.9999999999,Ford
1739,Volkswagen Polo Diesel,Hyderabad,2014,74000,Diesel,Manual,First,570000.0,Volkswagen
1740,Mahindra TUV 300,Kochi,2018,55594,Diesel,Manual,First,848000.0,Mahindra
1741,BMW X6 xDrive,Hyderabad,2013,58000,Diesel,Automatic,First,4800000.0,BMW
1742,Renault Duster 110PS,Hyderabad,2012,110224,Diesel,Manual,First,610000.0,Renault
1743,Maruti Wagon R,Ahmedabad,2010,21002,Petrol,Manual,First,275000.0,Maruti
1744,Maruti Ertiga SHVS,Pune,2017,121000,Diesel,Manual,First,800000.0,Maruti
1745,Maruti Alto LXi,Jaipur,2010,73513,Petrol,Manual,First,185000.0,Maruti
1746,Maruti Wagon R,Jaipur,2015,34000,Petrol,Automatic,First,385000.0,Maruti
1747,Maruti Eeco 7,Coimbatore,2017,28371,Petrol,Manual,First,474000.0,Maruti
1748,Renault Duster 110PS,Kochi,2013,74755,Diesel,Manual,First,563000.0,Renault
1749,Maruti Zen Estilo,Kochi,2011,25805,Petrol,Manual,First,262000.0,Maruti
1750,Renault Duster Petrol,Kochi,2015,82603,Petrol,Manual,First,490000.00000000006,Renault
1751,Honda Civic 2006-2010,Chennai,2006,110000,Petrol,Manual,First,265000.0,Honda
1752,Mahindra XUV500 W8,Delhi,2012,88000,Diesel,Manual,First,599000.0,Mahindra
1753,Mahindra Verito 1.5,Chennai,2011,110000,Diesel,Manual,Second,240000.0,Mahindra
1754,Renault KWID Climber,Delhi,2017,15000,Petrol,Manual,First,425000.0,Renault
1755,Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,4000000.0,Porsche
1756,Maruti Swift DDiS,Pune,2008,150000,Diesel,Manual,Second,270000.0,Maruti
1757,Datsun GO T,Hyderabad,2016,19000,Petrol,Manual,First,299000.0,Datsun
1758,Hyundai i20 1.2,Chennai,2011,37442,Petrol,Manual,First,340000.0,Hyundai
1759,BMW 5 Series,Coimbatore,2016,63111,Diesel,Automatic,Second,3080000.0,BMW
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,585000.0,Maruti
1761,Hyundai Grand i10,Jaipur,2014,42355,Petrol,Manual,First,400000.0,Hyundai
1762,BMW 3 Series,Coimbatore,2011,75871,Petrol,Automatic,First,1412000.0,BMW
1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,455000.0,Chevrolet
1764,Mercedes-Benz M-Class ML,Pune,2015,69000,Diesel,Automatic,First,3800000.0,Mercedes-Benz
1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,290000.0,Maruti
1766,Mercedes-Benz New C-Class,Pune,2007,220000,Petrol,Automatic,Second,600000.0,Mercedes-Benz
1767,Hyundai i20 1.2,Kochi,2016,28470,Petrol,Manual,First,695000.0,Hyundai
1768,Hyundai EON 1.0,Kolkata,2014,9759,Petrol,Manual,First,275000.0,Hyundai
1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,509999.99999999994,Maruti
1770,Hyundai i20 Sportz,Chennai,2017,8000,Petrol,Manual,First,675000.0,Hyundai
1771,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,369000.0,Maruti
1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,545000.0,Maruti
1773,Honda WRV i-VTEC,Kochi,2018,15135,Petrol,Manual,First,928999.9999999999,Honda
1774,Hyundai Xcent 1.2,Chennai,2015,53000,Petrol,Automatic,Second,400000.0,Hyundai
1775,Honda Amaze E,Kolkata,2013,40000,Petrol,Manual,First,290000.0,Honda
1776,Hyundai Verna 1.6,Pune,2013,21107,Petrol,Manual,First,525000.0,Hyundai
1777,Honda City V,Mumbai,2014,56000,Petrol,Manual,First,575000.0,Honda
1778,Hyundai Creta 1.6,Coimbatore,2017,19623,Petrol,Manual,First,1312000.0,Hyundai
1779,Mahindra XUV500 W8,Kochi,2014,70963,Diesel,Manual,First,783000.0,Mahindra
1780,Maruti Wagon R,Mumbai,2013,25755,CNG,Manual,First,315000.0,Maruti
1781,Toyota Innova 2.5,Mumbai,2013,51450,Diesel,Manual,First,1040000.0,Toyota
1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,434999.99999999994,Maruti
1783,Maruti Wagon R,Coimbatore,2017,37832,Petrol,Automatic,First,523000.00000000006,Maruti
1784,Hyundai Grand i10,Coimbatore,2016,43041,Petrol,Manual,First,601000.0,Hyundai
1785,Honda Amaze VX,Hyderabad,2014,97236,Diesel,Manual,First,440000.00000000006,Honda
1786,BMW 3 Series,Chennai,2010,83000,Diesel,Automatic,First,1275000.0,BMW
1787,Ford Figo Petrol,Delhi,2011,65000,Petrol,Manual,First,240000.0,Ford
1788,Volkswagen Ameo 1.2,Kochi,2018,46007,Petrol,Manual,First,571000.0,Volkswagen
1789,Ford Ecosport 1.5,Kochi,2015,65925,Diesel,Manual,Second,549000.0,Ford
1790,Honda City 1.3,Pune,2004,73500,Petrol,Manual,Second,130000.0,Honda
1791,Mahindra XUV500 W6,Kolkata,2014,55000,Diesel,Manual,First,850000.0,Mahindra
1792,Toyota Fortuner 4x2,Delhi,2012,115000,Diesel,Manual,First,1299000.0,Toyota
1793,Hyundai Grand i10,Kolkata,2017,31184,Petrol,Manual,First,500000.0,Hyundai
1794,Maruti Dzire AMT,Pune,2017,41747,Diesel,Automatic,First,900000.0,Maruti
1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,522000.0,Maruti
1796,Volkswagen Polo Petrol,Pune,2012,19030,Petrol,Manual,First,380000.0,Volkswagen
1797,Toyota Etios Liva,Coimbatore,2019,20877,Petrol,Manual,First,727000.0,Toyota
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,509999.99999999994,Maruti
1799,Mercedes-Benz E-Class 2009-2013,Bangalore,2013,29000,Diesel,Automatic,First,2900000.0,Mercedes-Benz
1800,Maruti Wagon R,Pune,2013,61000,Petrol,Manual,First,290000.0,Maruti
1801,Tata Nano Lx,Kochi,2012,4187,Petrol,Manual,First,138000.0,Tata
1802,Skoda Laura 1.8,Bangalore,2011,46000,Petrol,Manual,First,550000.0,Skoda
1803,Volkswagen Polo GT,Mumbai,2016,28000,Petrol,Automatic,First,725000.0,Volkswagen
1804,Hyundai Verna 1.6,Coimbatore,2014,83558,Diesel,Manual,First,698000.0,Hyundai
1805,Tata Bolt Quadrajet,Hyderabad,2017,40000,Diesel,Manual,First,525000.0,Tata
1806,Hyundai EON D,Kolkata,2013,36000,Petrol,Manual,First,195000.0,Hyundai
1807,Audi A4 2.0,Bangalore,2014,21000,Diesel,Automatic,First,2450000.0,Audi
1808,Toyota Innova 2.5,Kochi,2013,62162,Diesel,Manual,First,831000.0,Toyota
1809,Mercedes-Benz M-Class ML,Hyderabad,2012,83000,Diesel,Automatic,First,3600000.0,Mercedes-Benz
1810,Hyundai Xcent 1.1,Pune,2015,58000,Diesel,Manual,First,550000.0,Hyundai
1811,Honda Accord 2.4,Kochi,2011,62332,Petrol,Automatic,First,589000.0,Honda
1812,Volkswagen Vento 1.5,Kochi,2016,50867,Diesel,Manual,First,795000.0,Volkswagen
1813,Hyundai i20 Sportz,Mumbai,2010,73000,Petrol,Manual,First,275000.0,Hyundai
1814,Hyundai Elantra CRDi,Jaipur,2012,98008,Diesel,Manual,First,625000.0,Hyundai
1815,Ford Figo Diesel,Hyderabad,2015,36000,Diesel,Manual,First,495000.0,Ford
1816,Hyundai i20 1.2,Kochi,2019,27339,Petrol,Manual,First,627000.0,Hyundai
1817,Hyundai Verna 1.6,Kolkata,2017,25000,Diesel,Manual,First,865000.0,Hyundai
1818,Hyundai Grand i10,Kolkata,2014,37000,Petrol,Manual,First,350000.0,Hyundai
1819,Audi Q5 2.0,Hyderabad,2015,56000,Diesel,Automatic,First,3500000.0,Audi
1820,Maruti Swift Dzire,Kolkata,2015,27000,Petrol,Manual,First,445000.0,Maruti
1821,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,265000.0,Hyundai
1822,Mahindra KUV 100,Kolkata,2017,10500,Diesel,Manual,First,470000.0,Mahindra
1823,Hyundai Elantra 1.6,Ahmedabad,2014,49000,Diesel,Automatic,First,890000.0,Hyundai
1824,Jeep Compass 2.0,Mumbai,2017,7000,Diesel,Manual,First,1745000.0,Jeep
1825,Maruti Vitara Brezza,Coimbatore,2017,71256,Diesel,Manual,First,958000.0,Maruti
1826,Toyota Corolla Altis,Kochi,2012,83184,Petrol,Manual,First,622000.0,Toyota
1827,Mahindra XUV500 W8,Kolkata,2013,87284,Diesel,Manual,First,780000.0,Mahindra
1828,BMW X1 xDrive,Mumbai,2016,7000,Diesel,Automatic,First,2775000.0,BMW
1829,Hyundai i20 Magna,Pune,2015,29000,Diesel,Manual,Second,700000.0,Hyundai
1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,6487000.0,Mercedes-Benz
1831,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,650000.0,Chevrolet
1832,Hyundai i20 1.2,Jaipur,2011,82000,Petrol,Manual,Second,270000.0,Hyundai
1833,Honda Brio S,Mumbai,2012,70000,Petrol,Manual,Second,250000.0,Honda
1834,Nissan Evalia 2013,Hyderabad,2013,166194,Diesel,Manual,First,390000.0,Nissan
1835,Volkswagen Polo Petrol,Delhi,2015,58000,Petrol,Manual,First,395000.0,Volkswagen
1836,Hyundai i10 Sportz,Chennai,2010,77000,Petrol,Manual,Second,210000.0,Hyundai
1837,Chevrolet Cruze LTZ,Pune,2009,73204,Diesel,Automatic,Third,350000.0,Chevrolet
1838,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,200000.0,Hyundai
1839,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,535000.0,Maruti
1840,Honda Amaze S,Delhi,2013,90000,Diesel,Manual,First,380000.0,Honda
1841,Mercedes-Benz A Class,Mumbai,2016,17000,Petrol,Automatic,First,1725000.0,Mercedes-Benz
1842,Hyundai Grand i10,Kochi,2018,46493,Petrol,Manual,First,553000.0,Hyundai
1843,Hyundai i10 Sportz,Pune,2009,68000,Petrol,Manual,Third,195000.0,Hyundai
1844,Maruti Swift DDiS,Hyderabad,2017,2000,Diesel,Manual,First,819999.9999999999,Maruti
1845,Honda City 1.3,Pune,1999,140000,Petrol,Manual,First,90000.0,Honda
1846,Toyota Innova 2.5,Pune,2013,255000,Diesel,Manual,Third,650000.0,Toyota
1847,Mini Cooper Countryman,Coimbatore,2014,45535,Diesel,Automatic,First,1941000.0,Mini
1848,Fiat Linea T-Jet,Coimbatore,2016,39228,Petrol,Manual,First,658000.0,Fiat
1849,Chevrolet Aveo 1.4,Mumbai,2011,57000,Petrol,Manual,Second,210000.0,Chevrolet
1850,Hyundai i10 Era,Chennai,2008,85445,Petrol,Manual,Second,200000.0,Hyundai
1851,Hyundai Xcent 1.1,Delhi,2015,54000,Diesel,Manual,First,370000.0,Hyundai
1852,Maruti Celerio VXI,Mumbai,2014,53000,Petrol,Automatic,First,380000.0,Maruti
1853,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,325000.0,Hyundai
1854,Renault Duster 85PS,Coimbatore,2015,65668,Diesel,Manual,First,553000.0,Renault
1855,BMW 3 Series,Ahmedabad,2011,100000,Diesel,Automatic,Second,1090000.0,BMW
1856,Hyundai Grand i10,Kolkata,2018,1800,Petrol,Manual,First,509999.99999999994,Hyundai
1857,Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,220000.00000000003,Hyundai
1858,Chevrolet Spark 1.0,Pune,2009,44200,Petrol,Manual,Second,160000.0,Chevrolet
1859,Honda City i,Ahmedabad,2018,14000,Petrol,Manual,First,1125000.0,Honda
1860,Volkswagen Vento Diesel,Chennai,2013,720000,Diesel,Manual,First,590000.0,Volkswagen
1861,Toyota Fortuner 4x2,Delhi,2012,73000,Diesel,Automatic,First,1440000.0,Toyota
1862,Honda City 1.5,Delhi,2011,68000,Petrol,Manual,First,360000.0,Honda
1863,BMW 5 Series,Jaipur,2017,19543,Diesel,Automatic,First,4050000.0,BMW
1864,Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,3895000.0000000005,Audi
1865,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,360000.0,Maruti
1866,Volkswagen Vento 1.5,Kochi,2016,44782,Diesel,Automatic,First,712000.0,Volkswagen
1867,Honda City i,Kochi,2016,55700,Diesel,Manual,First,752000.0,Honda
1868,Audi A4 New,Delhi,2012,60000,Diesel,Automatic,Second,1035000.0,Audi
1869,Skoda Rapid 1.6,Hyderabad,2014,56000,Petrol,Manual,First,700000.0,Skoda
1870,Toyota Fortuner 3.0,Delhi,2011,60000,Diesel,Manual,First,1085000.0,Toyota
1871,Chevrolet Optra Magnum,Mumbai,2010,78563,Diesel,Manual,First,235000.0,Chevrolet
1872,Maruti Eeco 7,Mumbai,2014,34669,Petrol,Manual,First,290000.0,Maruti
1873,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,765000.0,Maruti
1874,Maruti Ciaz VDi,Delhi,2016,66000,Diesel,Manual,First,640000.0,Maruti
1875,Toyota Innova 2.5,Pune,2014,102418,Diesel,Manual,First,1010000.0,Toyota
1876,Maruti Swift Dzire,Kolkata,2014,48800,Petrol,Manual,First,425000.0,Maruti
1877,Toyota Innova Crysta,Kochi,2019,10601,Diesel,Automatic,First,1964999.9999999998,Toyota
1878,Tata Indica V2,Pune,2017,8200,Diesel,Manual,First,440000.00000000006,Tata
1879,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,325000.0,Hyundai
1880,Ford Fiesta 1.4,Pune,2012,78000,Diesel,Manual,First,280000.0,Ford
1881,Chevrolet Enjoy 1.3,Kolkata,2015,50000,Diesel,Manual,First,430000.0,Chevrolet
1882,Ford Fiesta 1.4,Chennai,2006,89327,Diesel,Manual,Third,155000.0,Ford
1883,Honda CR-V 2.4,Chennai,2007,98000,Petrol,Manual,Second,470000.0,Honda
1884,Honda Jazz 1.2,Kochi,2017,24700,Petrol,Manual,First,707000.0,Honda
1885,Mercedes-Benz GLS 350d,Delhi,2018,6000,Diesel,Automatic,First,7900000.0,Mercedes-Benz
1886,Hyundai Grand i10,Delhi,2018,9434,Petrol,Manual,First,575000.0,Hyundai
1887,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,325000.0,Maruti
1888,Volkswagen Ameo 1.5,Coimbatore,2017,22440,Diesel,Automatic,First,889000.0,Volkswagen
1889,Honda City i,Mumbai,2015,73070,Petrol,Manual,First,590000.0,Honda
1890,Honda Jazz 1.2,Kolkata,2016,21771,Petrol,Manual,First,495000.0,Honda
1891,Maruti Swift Ldi,Delhi,2014,62000,Diesel,Manual,First,375000.0,Maruti
1892,Hyundai Creta 1.6,Kochi,2017,37024,Diesel,Automatic,First,1097000.0,Hyundai
1893,Audi A7 2011-2015,Kochi,2014,60336,Diesel,Automatic,Second,2494000.0,Audi
1894,Hyundai EON D,Kolkata,2014,26008,Petrol,Manual,First,197000.0,Hyundai
1895,Ford Figo Diesel,Jaipur,2010,90000,Diesel,Manual,Second,140000.0,Ford
1896,Volkswagen Ameo 1.2,Coimbatore,2018,35569,Petrol,Manual,First,727000.0,Volkswagen
1897,Renault Scala Diesel,Kolkata,2013,40000,Diesel,Manual,First,400000.0,Renault
1898,Honda Jazz 1.2,Kolkata,2015,45000,Petrol,Manual,First,475000.0,Honda
1899,Hyundai i20 1.2,Delhi,2015,42000,Petrol,Manual,First,509999.99999999994,Hyundai
1900,Audi A4 3.0,Coimbatore,2012,46913,Diesel,Automatic,First,1611000.0,Audi
1901,Mahindra Ssangyong Rexton,Delhi,2014,62000,Diesel,Automatic,First,1055000.0,Mahindra
1902,Toyota Fortuner 2.8,Ahmedabad,2017,15000,Diesel,Automatic,First,3000000.0,Toyota
1903,Skoda Octavia Classic,Kolkata,2002,69000,Diesel,Manual,First,160000.0,Skoda
1904,Mercedes-Benz New C-Class,Hyderabad,2012,41367,Diesel,Automatic,First,1848999.9999999998,Mercedes-Benz
1905,Maruti Ciaz 1.4,Kochi,2018,15982,Petrol,Manual,First,996000.0000000001,Maruti
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,475000.0,Maruti
1907,Toyota Qualis FS,Bangalore,2002,63000,Diesel,Manual,Third,365000.0,Toyota
1908,BMW 5 Series,Delhi,2012,49000,Diesel,Automatic,Second,1550000.0,BMW
1909,Mitsubishi Pajero 2.8,Kochi,2013,48272,Diesel,Manual,First,1182000.0,Mitsubishi
1910,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,204999.99999999997,Toyota
1911,Maruti Wagon R,Ahmedabad,2016,77000,CNG,Manual,First,330000.0,Maruti
1912,Maruti Omni E,Mumbai,2013,11734,Petrol,Manual,First,225000.0,Maruti
1913,Audi A6 2011-2015,Kochi,2014,62012,Diesel,Automatic,First,2012000.0,Audi
1914,Hyundai Xcent 1.2,Chennai,2017,46000,CNG,Manual,First,495000.0,Hyundai
